Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
20,11,2023-12-08,29-266,CHO,,TOR,W (+3),1,39:31,7,15,.467,2,5,.400,5,5,1.000,0,2,2,13,0,0,2,5,21,19.0,+5
21,12,2023-12-11,29-269,CHO,,MIA,L (-2),1,39:28,10,17,.588,8,13,.615,6,7,.857,1,1,2,13,0,0,3,4,34,31.2,+4
22,13,2023-12-13,29-271,CHO,@,MIA,L (-11),1,37:17,10,14,.714,5,6,.833,3,3,1.000,0,3,3,7,4,1,1,2,28,30.9,-15
23,14,2023-12-15,29-273,CHO,,NOP,L (-5),1,39:04,11,25,.440,4,11,.364,4,4,1.000,0,4,4,6,3,0,2,0,30,23.3,-10
24,15,2023-12-16,29-274,CHO,,PHI,L (-53),1,19:30,3,10,.300,0,5,.000,0,0,,1,1,2,2,0,0,2,2,6,-0.2,-38
25,16,2023-12-18,29-276,CHO,@,TOR,L (-15),1,32:05,9,20,.450,2,8,.250,2,2,1.000,1,2,3,7,3,1,3,4,22,16.9,-3
26,17,2023-12-20,29-278,CHO,@,IND,L (-31),1,34:37,10,26,.385,2,10,.200,3,3,1.000,2,7,9,7,1,0,1,0,25,19.2,-21
27,,2023-12-23,29-281,CHO,,DEN,L (-7),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
28,18,2023-12-26,29-284,CHO,@,LAC,L (-9),1,39:22,8,23,.348,1,8,.125,1,3,.333,0,4,4,7,1,0,4,2,18,6.6,0
29,19,2023-12-28,29-286,CHO,@,LAL,L (-21),1,32:11,5,14,.357,1,3,.333,7,9,.778,0,6,6,8,1,0,4,0,18,13.8,-32
30,20,2023-12-29,29-287,CHO,@,PHO,L (-14),1,39:14,14,22,.636,8,12,.667,6,6,1.000,1,3,4,8,1,0,0,0,42,40.4,-1
31,,2024-01-01,29-290,CHO,@,DEN,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,21,2024-01-02,29-291,CHO,@,SAC,W (+7),1,36:18,13,24,.542,3,11,.273,5,6,.833,0,3,3,6,1,2,2,3,34,26.3,-1
33,22,2024-01-05,29-294,CHO,@,CHI,L (-13),1,36:24,5,17,.294,1,7,.143,4,4,1.000,1,3,4,7,1,0,3,2,15,8.8,-10
34,23,2024-01-08,29-297,CHO,,CHI,L (-7),1,44:21,10,18,.556,7,13,.538,12,12,1.000,0,3,3,8,0,0,0,2,39,36.1,-9
35,24,2024-01-10,29-299,CHO,,SAC,L (-25),1,31:33,6,14,.429,3,6,.500,7,8,.875,0,4,4,2,1,1,0,1,22,18.1,-31
36,25,2024-01-12,29-301,CHO,@,SAS,L (-36),1,28:23,6,14,.429,3,9,.333,1,2,.500,0,2,2,2,2,1,1,2,16,11.1,-32
37,26,2024-01-14,29-303,CHO,@,MIA,L (-17),1,34:36,8,23,.348,4,11,.364,6,6,1.000,2,3,5,7,0,0,1,2,26,18.5,-18
