Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
15,,2023-11-22,23-306,MIA,@,CLE,W (+33),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,2023-11-24,23-308,MIA,@,NYK,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,2023-11-25,23-309,MIA,@,BRK,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,,2023-11-28,23-312,MIA,,MIL,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,,2023-11-30,23-314,MIA,,IND,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,,2023-12-02,23-316,MIA,,IND,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,,2023-12-06,23-320,MIA,@,TOR,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,,2023-12-08,23-322,MIA,,CLE,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,2023-12-11,23-325,MIA,@,CHO,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,,2023-12-13,23-327,MIA,,CHO,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,,2023-12-14,23-328,MIA,,CHI,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,,2023-12-16,23-330,MIA,,CHI,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,9,2023-12-18,23-332,MIA,,MIN,L (-4),1,33:05,10,18,.556,1,6,.167,4,4,1.000,1,2,3,2,2,0,2,1,25,18.7,-1
28,10,2023-12-20,23-334,MIA,@,ORL,W (+9),1,35:45,10,17,.588,4,5,.800,4,4,1.000,1,7,8,7,0,0,4,1,28,23.4,+10
29,11,2023-12-22,23-336,MIA,,ATL,W (+9),1,34:07,11,21,.524,7,13,.538,1,2,.500,0,7,7,2,1,0,4,1,30,19.4,+7
30,12,2023-12-25,23-339,MIA,,PHI,W (+6),1,37:59,8,25,.320,4,11,.364,2,3,.667,2,4,6,5,1,1,4,1,22,10.7,-5
31,13,2023-12-28,23-342,MIA,@,GSW,W (+12),1,30:50,10,18,.556,3,7,.429,3,4,.750,0,7,7,2,1,0,2,0,26,19.5,+11
32,14,2023-12-30,23-344,MIA,@,UTA,L (-8),1,38:38,9,22,.409,2,7,.286,5,5,1.000,2,4,6,6,1,1,1,2,25,19.9,-1
33,15,2024-01-01,23-346,MIA,@,LAC,L (-17),1,34:35,4,13,.308,4,8,.500,0,0,,0,6,6,6,2,0,3,1,12,9.1,-29
34,16,2024-01-03,23-348,MIA,@,LAL,W (+14),1,27:52,7,19,.368,4,8,.500,3,3,1.000,0,6,6,4,3,0,2,3,21,14.9,+5
35,17,2024-01-05,23-350,MIA,@,PHO,L (-16),1,35:09,4,17,.235,1,7,.143,0,0,,0,4,4,6,0,0,1,2,9,2.3,-25
36,18,2024-01-08,23-353,MIA,,HOU,W (+7),1,34:26,10,20,.500,5,10,.500,3,3,1.000,2,1,3,3,0,0,1,2,28,20.0,+1
37,19,2024-01-10,23-355,MIA,,OKC,L (-8),1,36:30,7,21,.333,1,5,.200,2,4,.500,0,5,5,6,3,0,1,1,17,11.6,+9
38,,2024-01-12,23-357,MIA,,ORL,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,20,2024-01-14,23-359,MIA,,CHO,W (+17),1,28:28,7,15,.467,4,9,.444,3,4,.750,1,6,7,4,1,0,3,1,21,15.8,+12
40,21,2024-01-15,23-360,MIA,@,BRK,W (+1),1,37:37,11,22,.500,4,11,.364,3,4,.750,1,10,11,2,0,0,4,3,29,17.5,+16
41,22,2024-01-17,23-362,MIA,@,TOR,L (-24),1,32:23,7,20,.350,2,9,.222,0,0,,1,6,7,3,0,0,3,2,16,5.6,-8
42,23,2024-01-19,23-364,MIA,,ATL,L (-1),1,34:32,10,19,.526,4,9,.444,1,1,1.000,0,6,6,2,1,0,2,4,25,16.3,0
43,24,2024-01-21,24-001,MIA,@,ORL,L (-18),1,32:53,4,14,.286,4,11,.364,0,0,,1,0,1,2,1,0,2,1,12,4.5,-16
44,25,2024-01-24,24-004,MIA,,MEM,L (-9),1,37:43,8,15,.533,2,6,.333,0,0,,0,6,6,3,0,0,4,1,18,10.2,-9
45,26,2024-01-25,24-005,MIA,,BOS,L (-33),1,29:10,7,14,.500,5,10,.500,0,0,,0,3,3,6,1,0,1,0,19,17.1,-24
46,27,2024-01-27,24-007,MIA,@,NYK,L (-16),1,35:24,7,18,.389,4,11,.364,0,0,,0,1,1,3,0,0,1,2,18,8.8,-17
47,28,2024-01-29,24-009,MIA,,PHO,L (-13),1,34:24,5,18,.278,5,12,.417,2,2,1.000,0,6,6,4,0,0,0,1,17,10.6,+6
48,29,2024-01-31,24-011,MIA,,SAC,W (+9),1,31:17,4,9,.444,2,4,.500,4,6,.667,1,7,8,8,0,0,2,1,14,14.5,-1
49,30,2024-02-02,24-013,MIA,@,WAS,W (+8),1,31:49,6,19,.316,3,8,.375,0,0,,0,4,4,5,0,0,2,2,15,6.0,-3
50,,2024-02-04,24-015,MIA,,LAC,L (-8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
51,31,2024-02-06,24-017,MIA,,ORL,W (+26),1,26:15,6,13,.462,2,5,.400,0,0,,0,3,3,4,0,0,1,0,14,10.0,+22
52,32,2024-02-07,24-018,MIA,,SAS,W (+12),1,29:08,10,15,.667,4,7,.571,0,0,,1,5,6,7,0,0,1,1,24,23.2,+16
53,33,2024-02-11,24-022,MIA,,BOS,L (-4),1,38:31,10,21,.476,4,12,.333,0,0,,0,5,5,4,0,0,1,1,24,16.2,-4
54,34,2024-02-13,24-024,MIA,@,MIL,W (+26),1,30:10,7,16,.438,3,8,.375,2,2,1.000,0,3,3,5,0,0,1,0,19,14.0,+15
55,35,2024-02-14,24-025,MIA,@,PHI,W (+5),1,38:05,10,23,.435,1,8,.125,2,3,.667,1,6,7,7,0,0,3,1,23,14.5,-1
56,36,2024-02-23,24-034,MIA,@,NOP,W (+11),1,30:45,6,14,.429,3,5,.600,0,0,,0,6,6,3,0,1,1,2,15,10.4,+2
57,,2024-02-26,24-037,MIA,@,SAC,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,,2024-02-27,24-038,MIA,@,POR,W (+10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
59,,2024-02-29,24-040,MIA,@,DEN,L (-6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
60,,2024-03-02,24-042,MIA,,UTA,W (+6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
61,,2024-03-05,24-045,MIA,,DET,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,,2024-03-07,24-047,MIA,@,DAL,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,2024-03-08,24-048,MIA,@,OKC,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,,2024-03-10,24-050,MIA,,WAS,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
65,,2024-03-13,24-053,MIA,,DEN,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,,2024-03-15,24-055,MIA,@,DET,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,,2024-03-17,24-057,MIA,@,DET,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,,2024-03-18,24-058,MIA,@,PHI,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
69,,2024-03-20,24-060,MIA,@,CLE,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,,2024-03-22,24-062,MIA,,NOP,L (-23),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
71,,2024-03-24,24-064,MIA,,CLE,W (+37),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
72,,2024-03-26,24-066,MIA,,GSW,L (-21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
73,,2024-03-29,24-069,MIA,,POR,W (+60),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
74,,2024-03-31,24-071,MIA,@,WAS,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
75,,2024-04-02,24-073,MIA,,NYK,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
76,,2024-04-04,24-075,MIA,,PHI,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
77,37,2024-04-05,24-076,MIA,@,HOU,W (+15),0,24:58,7,14,.500,1,4,.250,2,4,.500,0,5,5,6,0,0,0,1,17,14.5,+11
78,38,2024-04-07,24-078,MIA,@,IND,L (-2),0,31:05,6,12,.500,3,7,.429,6,6,1.000,0,5,5,1,0,0,1,3,21,15.0,0
79,39,2024-04-09,24-080,MIA,@,ATL,W (+6),1,47:39,13,25,.520,4,13,.308,3,4,.750,0,5,5,4,0,0,3,4,33,20.0,+15
80,40,2024-04-10,24-081,MIA,,DAL,L (-19),1,35:40,6,15,.400,2,5,.400,7,7,1.000,1,6,7,6,0,0,4,0,21,15.6,-5
81,41,2024-04-12,24-083,MIA,,TOR,W (+22),1,28:55,4,10,.400,3,6,.500,6,6,1.000,0,3,3,5,0,0,2,3,17,12.8,+11
82,42,2024-04-14,24-085,MIA,,TOR,W (+15),1,29:27,5,11,.455,2,5,.400,5,5,1.000,0,6,6,8,1,0,6,1,17,13.3,+22
